# Header: 
#   Title                 : 18-AR-36 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : N.I.Kaloskamis 
#   Institute             : (1USAWIS): University of Wisconsin, Madison, WI 
#   Reference             : (J,PR/C,55,640,199702) 
#   Year                  : 1997 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 18 
#   A                     : 36 
#   Nuclide               : 18-AR-36 
# Reaction: 
#   entry-subent-pointer  :['C0162-008-4' 'C0162-008-5'] 
#   EXFOR reaction        :['(18-AR-36(P,TOT),,WID)' '(18-AR-36(P,EL),,WID)'] 
#   incident energy       : 3.2480e+06 eV - 5.9620e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C01/C0162.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C0162
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(P,TOT)      (P,G)     d(P,G)      (P,EL)   d(P,EL)       (P,F)     d(P,F)
 3.2480E+06 8.0000E+03        1.5        NAN 1.3000E+03 1.0000E+02        NAN        NAN 1.3000E+03 1.0000E+02        NAN        NAN
 3.2820E+06 8.0000E+03        1.5        NAN 4.8000E+01 1.1000E+01        NAN        NAN 4.8000E+01 1.1000E+01        NAN        NAN
 4.0340E+06 8.0000E+03        1.5        NAN 2.7000E+03 5.0000E+02        NAN        NAN 2.3000E+03 5.0000E+02        NAN        NAN
 4.1810E+06 8.0000E+03        2.5        NAN 1.1400E+04 2.3000E+03        NAN        NAN 1.1000E+04 2.2000E+03        NAN        NAN
 4.2740E+06 8.0000E+03        2.5        NAN 6.7000E+03 1.3000E+03        NAN        NAN 5.0000E+03 1.0000E+03        NAN        NAN
 4.5860E+06 8.0000E+03        2.5        NAN 2.3000E+03 5.0000E+02        NAN        NAN 2.0000E+03 4.0000E+02        NAN        NAN
 4.8730E+06 8.0000E+03        1.5        NAN 4.9000E+03 1.0000E+03        NAN        NAN 4.5000E+03 9.0000E+02        NAN        NAN
 4.8900E+06 8.0000E+03        2.5        NAN 2.9000E+03 6.0000E+02        NAN        NAN 1.1000E+03 2.0000E+02        NAN        NAN
 4.8980E+06 8.0000E+03        2.5        NAN 5.9000E+03 1.2000E+03        NAN        NAN 1.4000E+03 3.0000E+02        NAN        NAN
 5.4710E+06 8.0000E+03        2.5        NAN 2.5000E+03 5.0000E+02        NAN        NAN 1.8000E+03 4.0000E+02        NAN        NAN
 5.5230E+06 8.0000E+03        1.5        NAN 6.1000E+03 1.2000E+03        NAN        NAN 5.3000E+03 1.1000E+03        NAN        NAN
 5.6550E+06 8.0000E+03        2.5        NAN 1.9400E+04 3.9000E+03        NAN        NAN 1.3800E+04 2.8000E+03        NAN        NAN
 5.7710E+06 8.0000E+03        2.5        NAN 6.8000E+03        NAN        NAN        NAN 5.3000E+03        NAN        NAN        NAN
 5.7950E+06 8.0000E+03        3.5        NAN 1.0000E+02        NAN        NAN        NAN 1.0000E+02        NAN        NAN        NAN
 5.8300E+06 8.0000E+03        1.5        NAN 4.2000E+03        NAN        NAN        NAN 4.2000E+03        NAN        NAN        NAN
 5.9420E+06 8.0000E+03        2.5        NAN 1.4700E+04        NAN        NAN        NAN 6.8000E+03        NAN        NAN        NAN
 5.9620E+06 8.0000E+03        1.5        NAN 1.1500E+04        NAN        NAN        NAN 1.9000E+03        NAN        NAN        NAN
