# Header: 
#   Title                 : 52-TE-128 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : J.L.Foster 
#   Institute             : (1USATEX): University of Texas, Austin, TX 
#   Reference             : (J,PR,175,1498,1968) 
#   Year                  : 1968 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 52 
#   A                     : 128 
#   Nuclide               : 52-TE-128 
# Reaction: 
#   entry-subent-pointer  :['C2691-007-5' 'C2691-007-6'] 
#   EXFOR reaction        :['(52-TE-128(P,EL),,WID)' '(52-TE-128(P,TOT),,WID)'] 
#   incident energy       : 7.8540e+06 eV - 1.0860e+07 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C26/C2691.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2691
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(P,TOT)      (P,G)     d(P,G)      (P,EL)   d(P,EL)       (P,F)     d(P,F)
 7.8540E+06        NAN        1.5        2.0 5.1000E+04        NAN        NAN        NAN 6.2000E+03        NAN        NAN        NAN
 8.0480E+06        NAN        0.5        0.0 4.8000E+04        NAN        NAN        NAN 9.9000E+03        NAN        NAN        NAN
 8.8400E+06        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.1700E+06        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.9390E+06        NAN        3.5        3.0 5.8000E+04        NAN        NAN        NAN 6.5000E+03        NAN        NAN        NAN
 1.0049E+07        NAN        3.5        3.0 5.6000E+04        NAN        NAN        NAN 4.7000E+03        NAN        NAN        NAN
 1.0090E+07        NAN        NAN        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0116E+07        NAN        1.5        1.0 3.0000E+04        NAN        NAN        NAN 1.0000E+03        NAN        NAN        NAN
 1.0172E+07        NAN        1.5        1.0 1.0300E+05        NAN        NAN        NAN 1.3000E+04        NAN        NAN        NAN
 1.0531E+07        NAN        0.5        1.0 1.1000E+05        NAN        NAN        NAN 1.7000E+04        NAN        NAN        NAN
 1.0684E+07        NAN        2.5        3.0 8.9000E+04        NAN        NAN        NAN 1.1000E+03        NAN        NAN        NAN
 1.0800E+07        NAN        1.5        3.0 5.1000E+04        NAN        NAN        NAN 6.2000E+03        NAN        NAN        NAN
 1.0860E+07        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
