# Header: 
#   Title                 : 28-NI-62 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,256,127,1976) 
#   Year                  : 1976 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 62 
#   Nuclide               : 28-NI-62 
# Reaction: 
#   entry-subent-pointer  :['E1494-012-1'] 
#   EXFOR reaction        :['(28-NI-62(P,TOT),,WID)'] 
#   incident energy       : 2.9935e+00 eV - 3.8614e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E14/E1494.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E1494
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(P,TOT)      (P,G)     d(P,G)      (P,EL)   d(P,EL)       (P,F)     d(P,F)
 2.9935E+00        NAN        1.5        1.0 2.0000E+01 6.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0357E+00        NAN        1.5        1.0 2.4900E+01 3.8000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0377E+00        NAN        1.5        1.0 5.1000E+00 3.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0443E+00        NAN        1.5        1.0 1.6800E+01 3.9000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0460E+00        NAN        1.5        1.0 7.3400E+01 4.8000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0496E+00        NAN        1.5        1.0 1.5100E+01 4.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0520E+00        NAN        1.5        1.0 2.1100E+01 3.6000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0598E+00        NAN        1.5        1.0 7.0900E+01 4.3000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.0618E+00        NAN        1.5        1.0 1.9200E+01 3.4000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.1328E+00        NAN        0.5        1.0 3.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2020E+00        NAN        0.5        1.0 3.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2072E+00        NAN        0.5        1.0 3.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2932E+00        NAN        1.5        1.0 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2942E+00        NAN        1.5        1.0 1.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2950E+00        NAN        0.5        1.0 6.3000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3202E+00        NAN        0.5        1.0 1.6000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3526E+00        NAN        0.5        1.0 4.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4407E+00        NAN        0.5        1.0 6.6000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4710E+00        NAN        0.5        1.0 6.8800E+01 7.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.4824E+00        NAN        0.5        1.0 8.2100E+01 1.1600E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5000E+00        NAN        0.5        1.0 1.7040E+02 1.5200E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5008E+00        NAN        0.5        1.0 6.6300E+01 1.3500E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5048E+00        NAN        0.5        1.0 8.5600E+01 1.1100E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5088E+00        NAN        0.5        1.0 1.0420E+02 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5097E+00        NAN        0.5        1.0 1.9100E+02 1.2700E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5166E+00        NAN        0.5        1.0 2.0700E+02 1.3000E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5196E+00        NAN        0.5        1.0 1.2540E+02 1.0600E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5293E+00        NAN        0.5        1.0 1.6000E+02 1.2900E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5302E+00        NAN        0.5        1.0 5.1150E+02 1.8900E+01        NAN        NAN        NAN        NAN        NAN        NAN
 3.5326E+00        NAN        0.5        1.0 5.0900E+01 8.2000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.5422E+00        NAN        1.5        1.0 4.1000E+01 5.2000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.5496E+00        NAN        0.5        1.0 3.0600E+01 6.9000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.5532E+00        NAN        0.5        1.0 5.0100E+01 7.9000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.5660E+00        NAN        0.5        1.0 2.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6178E+00        NAN        0.5        1.0 3.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7482E+00        NAN        0.5        1.0 4.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7552E+00        NAN        4.5        5.0 4.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7600E+00        NAN        0.5        1.0 3.2100E+01 7.1000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.7613E+00        NAN        1.5        1.0 1.2500E+01 4.4000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.7681E+00        NAN        0.5        1.0 4.5500E+01 6.2000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.7875E+00        NAN        4.5        5.0 4.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7913E+00        NAN        4.5        5.0 4.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7957E+00        NAN        4.5        5.0 4.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7981E+00        NAN        1.5        1.0 2.6500E+01 3.2000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.8053E+00        NAN        1.5        1.0 1.2850E+01 3.9000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.8274E+00        NAN        1.5        1.0 2.3400E+01 4.1000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.8545E+00        NAN        0.5        1.0 7.2000E+01 7.3000E+00        NAN        NAN        NAN        NAN        NAN        NAN
 3.8614E+00        NAN        0.5        1.0 8.1700E+01 7.3000E+00        NAN        NAN        NAN        NAN        NAN        NAN
